,ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
3523947,39f4d42278a2bc8d,activemil,/m/09b5t,1,0.642187,0.796875,0.1625,0.453125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3536761,3a27e587f79cdf3c,activemil,/m/09b5t,1,0.0325,0.575625,0.207458,0.991864,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3539773,3a354dc4735914be,activemil,/m/09b5t,1,0.680625,0.9925,0.3025,0.796667,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3539774,3a354dc4735914be,xclick,/m/09b5t,1,0.34,0.585625,0.2675,0.656667,1,0,0,0,0,0.37,0.34,0.436875,0.585625,0.2675,0.320833,0.656667,0.414167
3539775,3a354dc4735914be,xclick,/m/09b5t,1,0.535,0.666875,0.183333,0.403333,0,0,0,0,0,0.659375,0.535,0.580625,0.666875,0.183333,0.286667,0.403333,0.2
3539776,3a354dc4735914be,xclick,/m/09b5t,1,0.815625,0.974375,0.286667,0.56,1,0,0,0,0,0.96,0.815625,0.893125,0.974375,0.286667,0.446667,0.56,0.309167
3542545,3a4080f26e7e9a6c,activemil,/m/09b5t,1,0.196875,0.766875,0.164167,0.709167,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3543359,3a44307d4a4332a7,activemil,/m/09b5t,1,0.301562,0.995313,0.0,0.859375,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3543588,3a451e6588af83b9,activemil,/m/09b5t,1,0.067151,0.813067,0.123125,0.84125,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3543589,3a451e6588af83b9,xclick,/m/09b5t,1,0.0,0.622505,0.0,0.4075,1,1,0,0,0,0.173321,0.0,0.622505,0.052632,0.0,0.180625,0.14625,0.4075
3558597,3a8c36568b4e01ee,activemil,/m/09b5t,1,0.038125,0.254375,0.358333,0.665833,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3561943,3a995435dc1f8359,activemil,/m/09b5t,1,0.069094,0.738562,0.390625,0.798125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3565384,3aaa50f00d1fd642,activemil,/m/09b5t,1,0.46875,0.807813,0.489583,0.816667,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3583887,3af693fff5f62658,activemil,/m/09b5t,1,0.4025,0.658125,0.334167,0.679167,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3584874,3af9d51cc8e69363,activemil,/m/09b5t,1,0.044375,1.0,0.0,0.975482,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3584876,3af9e4810afb2780,activemil,/m/09b5t,1,0.474167,0.646667,0.063125,0.215,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3584881,3af9e4810afb2780,xclick,/m/09b5t,1,0.41,0.999167,0.31875,0.5,1,1,1,1,0,0.505833,0.41,0.999167,0.555833,0.31875,0.37375,0.363125,0.5
3584882,3af9e4810afb2780,xclick,/m/09b5t,1,0.626667,0.999167,0.078125,0.28625,1,1,1,1,0,0.8225,0.626667,0.999167,0.945,0.078125,0.195625,0.195625,0.28625
3591663,3b14ea326210e995,activemil,/m/09b5t,1,0.5025,0.715,0.274859,0.770169,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3591664,3b14ea326210e995,xclick,/m/09b5t,1,0.12875,0.6425,0.065666,0.536585,1,0,0,0,0,0.3975,0.12875,0.6425,0.255,0.065666,0.490619,0.228893,0.536585
3605272,3b52631a3a1fa72a,activemil,/m/09b5t,1,0.44,0.895625,0.167293,0.917293,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3605274,3b52631a3a1fa72a,xclick,/m/09b5t,1,0.07125,0.179375,0.117481,0.62406,1,0,0,0,0,0.1125,0.07125,0.179375,0.1575,0.117481,0.214286,0.227444,0.62406
3605797,3b549788e5957a92,activemil,/m/09b5t,1,0.576875,0.8925,0.19209,0.731638,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3605799,3b549788e5957a92,xclick,/m/09b5t,1,0.6,0.7525,0.555556,0.90113,1,0,0,0,0,0.618125,0.6,0.7525,0.705,0.555556,0.704331,0.757062,0.90113
3613803,3b77ae8fa993f287,xclick,/m/09b5t,1,0.246875,0.61375,0.223045,0.697942,0,0,0,1,0,0.528125,0.4325,0.61375,0.246875,0.223045,0.697942,0.599177,0.517695
3617568,3b89495ddeef7644,activemil,/m/09b5t,1,0.038288,1.0,0.071726,0.939116,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3649233,3c11bc8338960bb5,activemil,/m/09b5t,1,0.036875,1.0,0.054167,0.948333,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3668896,3c681186faf792fe,activemil,/m/09b5t,1,0.34875,0.5525,0.58,0.881667,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3668899,3c681186faf792fe,xclick,/m/09b5t,1,0.015,0.15125,0.521667,0.755,0,0,0,0,0,0.0425,0.015,0.0275,0.15125,0.521667,0.661667,0.755,0.665
3668900,3c681186faf792fe,xclick,/m/09b5t,1,0.12875,0.39125,0.49,0.81,1,0,0,0,0,0.17875,0.12875,0.30375,0.39125,0.49,0.548333,0.81,0.58
3668901,3c681186faf792fe,xclick,/m/09b5t,1,0.5725,0.72875,0.555,0.808333,0,0,0,0,0,0.57875,0.5725,0.60625,0.72875,0.555,0.691667,0.808333,0.768333
3668902,3c681186faf792fe,xclick,/m/09b5t,1,0.75125,0.855,0.556667,0.825,0,0,0,0,0,0.78875,0.75125,0.82875,0.855,0.556667,0.711667,0.825,0.691667
3678124,3c9040ddfe9b8e56,activemil,/m/09b5t,1,0.155625,0.738125,0.145,0.728333,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3694423,3cda4ea454a32432,xclick,/m/09b5t,1,0.49635,0.59562,0.418945,0.508789,0,0,0,1,0,0.512409,0.537226,0.59562,0.49635,0.418945,0.508789,0.438477,0.420898
3699122,3ced9cb62fe23365,activemil,/m/09b5t,1,0.413086,0.691406,0.231332,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3702276,3cfba8cf18613374,activemil,/m/09b5t,1,0.23125,0.44375,0.452919,0.683616,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3715330,3d33ff7e07fb9afc,activemil,/m/09b5t,1,0.093125,0.385625,0.400833,0.836667,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3715332,3d33ff7e07fb9afc,xclick,/m/09b5t,1,0.575625,0.968125,0.39,0.905,0,0,0,0,0,0.694375,0.575625,0.968125,0.71625,0.39,0.705,0.7875,0.905
3726619,3d6470e969ace75d,activemil,/m/09b5t,1,0.41875,0.738125,0.365945,0.665099,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3746801,3dbcdfb9b7412d87,xclick,/m/09b5t,1,0.006993,0.745921,0.0,0.291326,0,0,0,0,0,0.561772,0.503497,0.745921,0.006993,0.0,0.291326,0.175123,0.150573
3746802,3dbcdfb9b7412d87,xclick,/m/09b5t,1,0.107226,0.473193,0.486088,0.643208,1,0,1,0,0,0.263403,0.107226,0.305361,0.473193,0.486088,0.548282,0.643208,0.551555
3746803,3dbcdfb9b7412d87,xclick,/m/09b5t,1,0.517483,0.890443,0.628478,0.782324,1,0,1,0,0,0.778555,0.517483,0.692308,0.890443,0.628478,0.710311,0.782324,0.659574
3759093,3df06345e15dc9c2,xclick,/m/09b5t,1,0.106875,0.828125,0.098333,0.999167,1,1,0,0,0,0.429375,0.504375,0.106875,0.828125,0.098333,0.999167,0.785833,0.905833
3766670,3e12f157f38293d0,activemil,/m/09b5t,1,0.163125,0.6775,0.054167,0.838333,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3769401,3e1e629eb00825a2,activemil,/m/09b5t,1,0.528125,0.699375,0.316487,0.722452,1,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3775141,3e3a17c285cdf098,activemil,/m/09b5t,1,0.203125,0.657031,0.180539,0.912075,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3776955,3e41e3ae581f148c,activemil,/m/09b5t,1,0.438477,0.560547,0.481698,0.68082,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3776957,3e41e3ae581f148c,xclick,/m/09b5t,1,0.510742,0.601562,0.303075,0.412884,1,0,0,0,0,0.5625,0.510742,0.601562,0.532227,0.303075,0.379209,0.366032,0.412884
3776958,3e41e3ae581f148c,xclick,/m/09b5t,1,0.525391,0.675781,0.467057,0.761347,1,0,0,0,0,0.644531,0.525391,0.675781,0.582031,0.467057,0.644217,0.645681,0.761347
3787174,3e6f86dbd6a94f91,activemil,/m/09b5t,1,0.4725,0.799375,0.218333,0.9275,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3787175,3e6f86dbd6a94f91,xclick,/m/09b5t,1,0.000625,0.999375,0.0,0.996667,1,1,1,0,0,0.113125,0.000625,0.46875,0.999375,0.0,0.418333,0.996667,0.604167
3789260,3e79d65db4299cf1,activemil,/m/09b5t,1,0.680625,0.98375,0.354781,0.969616,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3789261,3e79d65db4299cf1,xclick,/m/09b5t,1,0.05875,0.62625,0.422699,0.999106,0,1,0,0,0,0.1725,0.05875,0.62625,0.17125,0.422699,0.622878,0.930295,0.999106
3789603,3e7bb540a2f654bf,activemil,/m/09b5t,1,0.79375,0.94875,0.254605,0.64572,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3789604,3e7bb540a2f654bf,xclick,/m/09b5t,1,0.04375,0.239375,0.253521,0.611051,0,0,0,1,0,0.085625,0.04375,0.239375,0.129375,0.253521,0.456121,0.358613,0.611051
3789605,3e7bb540a2f654bf,xclick,/m/09b5t,1,0.280625,0.493125,0.251354,0.627302,0,0,0,1,0,0.32,0.280625,0.493125,0.37125,0.251354,0.451788,0.369447,0.627302
3789606,3e7bb540a2f654bf,xclick,/m/09b5t,1,0.491875,0.690625,0.251354,0.646804,0,0,0,1,0,0.66375,0.491875,0.690625,0.601875,0.251354,0.353196,0.475623,0.646804
3849399,3f80a662d7637e79,activemil,/m/09b5t,1,0.038125,0.835625,0.1725,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3888832,402dc6c48f4b5ec5,activemil,/m/09b5t,1,0.18125,0.391406,0.614583,0.979167,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3888833,402dc6c48f4b5ec5,xclick,/m/09b5t,1,0.500781,0.938281,0.123958,0.998958,1,1,0,0,0,0.809375,0.500781,0.938281,0.932031,0.123958,0.998958,0.402083,0.998958
3909683,4085e5c7520fc7df,activemil,/m/09b5t,1,0.471875,0.87375,0.16125,0.755625,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3938356,410afef9a0cbbc91,xclick,/m/09b5t,1,0.143125,0.355,0.064728,0.522514,1,0,0,1,0,0.25625,0.143125,0.355,0.3125,0.064728,0.333959,0.320826,0.522514
3938357,410afef9a0cbbc91,xclick,/m/09b5t,1,0.231875,0.35875,0.861163,0.999062,1,0,0,1,0,0.26625,0.231875,0.35875,0.32375,0.861163,0.954972,0.949343,0.999062
3938358,410afef9a0cbbc91,xclick,/m/09b5t,1,0.335625,0.52625,0.020638,0.599437,1,0,0,1,0,0.384375,0.335625,0.52625,0.46625,0.020638,0.275797,0.277674,0.599437
3938359,410afef9a0cbbc91,xclick,/m/09b5t,1,0.483125,0.658125,0.037523,0.4606,1,0,0,1,0,0.57,0.490625,0.658125,0.483125,0.037523,0.237336,0.295497,0.4606
3938360,410afef9a0cbbc91,xclick,/m/09b5t,1,0.63,0.88125,0.045028,0.4606,1,0,0,1,0,0.7675,0.63,0.88125,0.813125,0.045028,0.239212,0.28424,0.4606
3938361,410afef9a0cbbc91,xclick,/m/09b5t,1,0.651875,0.745625,0.528143,0.687617,1,0,0,1,0,0.68625,0.651875,0.745625,0.696875,0.528143,0.637899,0.652908,0.687617
3966847,418ba2a705d649e6,xclick,/m/09b5t,1,0.19875,0.726875,0.32,0.999167,0,0,0,0,0,0.528125,0.726875,0.19875,0.32125,0.32,0.588333,0.803333,0.999167
3970614,419c88219ae98679,activemil,/m/09b5t,1,0.0197,0.273921,0.480625,0.710625,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3970615,419c88219ae98679,xclick,/m/09b5t,1,0.0,0.999062,0.456875,0.694375,1,1,1,0,0,0.097561,0.0,0.066604,0.999062,0.456875,0.564375,0.694375,0.50125
3970616,419c88219ae98679,xclick,/m/09b5t,1,0.276735,0.381801,0.3575,0.443125,0,0,0,0,0,0.34334,0.276735,0.318011,0.381801,0.3575,0.406875,0.443125,0.410625
3970617,419c88219ae98679,xclick,/m/09b5t,1,0.479362,0.594747,0.3525,0.451875,0,0,0,0,0,0.545966,0.479362,0.54878,0.594747,0.3525,0.4125,0.451875,0.41375
3970618,419c88219ae98679,xclick,/m/09b5t,1,0.628518,0.761726,0.359375,0.429375,1,0,0,0,0,0.745779,0.628518,0.71576,0.761726,0.359375,0.40375,0.429375,0.373125
3978571,41bcd820dbdefc26,activemil,/m/09b5t,1,0.444375,0.531875,0.284774,0.421992,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3987371,41e50d6478a6b9dd,activemil,/m/09b5t,1,0.223449,0.525064,0.08625,0.37,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3993455,42029d77a148df03,activemil,/m/09b5t,1,0.28375,0.44,0.670833,0.811667,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4006444,423bb175ea94d697,activemil,/m/09b5t,1,0.494167,0.808333,0.10625,0.278125,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4006445,423bb175ea94d697,xclick,/m/09b5t,1,0.0,0.1125,0.674375,0.851875,1,1,0,0,0,0.0,0.0,0.1125,0.0175,0.674375,0.809375,0.75625,0.851875
4006446,423bb175ea94d697,xclick,/m/09b5t,1,0.238333,0.53,0.22125,0.614375,1,0,0,0,0,0.4725,0.238333,0.53,0.45,0.22125,0.5925,0.450625,0.614375
4006447,423bb175ea94d697,xclick,/m/09b5t,1,0.515833,0.68,0.715,0.845,1,0,0,0,0,0.589167,0.515833,0.68,0.609167,0.715,0.75125,0.7425,0.845
4006448,423bb175ea94d697,xclick,/m/09b5t,1,0.789167,0.999167,0.086875,0.343125,1,1,0,0,0,0.835,0.789167,0.999167,0.844167,0.086875,0.105625,0.288125,0.343125
4018677,42744bf40e795bc6,activemil,/m/09b5t,1,0.11375,0.8825,0.076726,0.914748,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4019016,4275c4165470e260,activemil,/m/09b5t,1,0.27125,0.611875,0.185,0.9025,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4021299,428015bcda696634,activemil,/m/09b5t,1,0.400625,0.93125,0.073239,0.969014,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4032280,42ad9a09c92924bd,xclick,/m/09b5t,1,0.296667,0.411111,0.560942,0.727147,0,0,0,0,0,0.4,0.296667,0.411111,0.386667,0.560942,0.702216,0.706371,0.727147
4054035,430b6c8952b3d278,activemil,/m/09b5t,1,0.579375,0.89375,0.118333,0.84,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4054042,430b6c8952b3d278,xclick,/m/09b5t,1,0.229375,0.61,0.255833,0.9475,1,0,0,0,0,0.545625,0.229375,0.38,0.61,0.255833,0.620833,0.9475,0.410833
4054723,430e9378d07095e9,activemil,/m/09b5t,1,0.683333,0.946667,0.335625,0.726875,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4054727,430e9378d07095e9,xclick,/m/09b5t,1,0.789167,0.875833,0.343125,0.4625,1,0,0,0,0,0.844167,0.789167,0.823333,0.875833,0.343125,0.433125,0.4625,0.375
4079217,437bf7b3a2e9aa94,activemil,/m/09b5t,1,0.15625,0.33625,0.313333,0.548333,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4079219,437bf7b3a2e9aa94,xclick,/m/09b5t,1,0.4025,0.63375,0.368333,0.626667,1,0,0,0,0,0.60125,0.4025,0.63375,0.51125,0.368333,0.505833,0.416667,0.626667
4079220,437bf7b3a2e9aa94,xclick,/m/09b5t,1,0.5175,0.645625,0.2425,0.4425,1,0,0,0,0,0.63,0.5175,0.645625,0.605625,0.2425,0.368333,0.3825,0.4425
4079221,437bf7b3a2e9aa94,xclick,/m/09b5t,1,0.62625,0.86,0.313333,0.5475,1,0,0,0,0,0.771875,0.62625,0.86,0.730625,0.313333,0.449167,0.361667,0.5475
4089482,43ade7d3afb6ca4c,activemil,/m/09b5t,1,0.154375,0.329375,0.384615,0.938086,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4093856,43c200bc41d37e42,xclick,/m/09b5t,1,0.023125,0.425625,0.25625,0.999219,0,1,0,0,0,0.1275,0.023125,0.270625,0.425625,0.25625,0.380469,0.999219,0.742969
4093857,43c200bc41d37e42,xclick,/m/09b5t,1,0.328125,0.54125,0.077344,0.653125,1,0,1,0,0,0.423125,0.328125,0.439375,0.54125,0.077344,0.322656,0.653125,0.525781
4093858,43c200bc41d37e42,xclick,/m/09b5t,1,0.585,0.674375,0.360156,0.534375,0,0,0,0,0,0.591875,0.644375,0.585,0.674375,0.360156,0.534375,0.41875,0.396875
4093859,43c200bc41d37e42,xclick,/m/09b5t,1,0.635,0.783125,0.60625,0.773438,0,0,0,0,0,0.75,0.635,0.69,0.783125,0.614844,0.60625,0.773438,0.6875
4096623,43cdf72eae4f08bc,xclick,/m/09b5t,1,0.152757,0.680328,0.529375,0.999375,1,1,0,1,0,0.26304,0.152757,0.680328,0.391207,0.529375,0.761875,0.780625,0.999375
4160388,44eabd77e7e89cb7,xclick,/m/09b5t,1,0.000625,0.254375,0.826667,0.999167,1,1,0,0,0,0.073125,0.000625,0.254375,0.184375,0.826667,0.876667,0.925,0.999167
4160389,44eabd77e7e89cb7,xclick,/m/09b5t,1,0.58875,0.798125,0.250833,0.5625,1,0,0,0,0,0.624375,0.6725,0.58875,0.798125,0.250833,0.5625,0.371667,0.2925
4185846,456024c80e3cc8aa,xclick,/m/09b5t,1,0.08375,0.9225,0.114685,0.998601,1,1,0,0,0,0.71875,0.9225,0.48,0.08375,0.114685,0.278322,0.998601,0.317483
4188982,456db0483f55ca97,activemil,/m/09b5t,1,0.300252,0.50799,0.210261,0.471825,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4194910,45868e1e168d8d51,xclick,/m/09b5t,1,0.29375,0.635625,0.486667,0.763333,1,0,0,0,0,0.48375,0.503125,0.635625,0.29375,0.486667,0.763333,0.573333,0.575
4194911,45868e1e168d8d51,xclick,/m/09b5t,1,0.35125,0.488125,0.0,0.183333,1,1,0,0,0,0.46875,0.488125,0.35125,0.46125,0.0,0.070833,0.069167,0.183333
4194986,45872fc0dbf82bd6,activemil,/m/09b5t,1,0.161133,0.367188,0.663391,0.896806,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4194987,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.0,0.185547,0.740786,0.851351,1,1,0,0,0,0.185547,0.135742,0.0,0.108398,0.807125,0.750614,0.740786,0.851351
4194988,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.324219,0.453125,0.702703,0.920147,1,0,0,0,0,0.402344,0.324219,0.453125,0.419922,0.702703,0.791155,0.814496,0.920147
4194989,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.386719,0.599609,0.621622,0.890663,1,0,0,0,0,0.416992,0.386719,0.599609,0.460938,0.625307,0.659705,0.621622,0.890663
4194990,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.456055,0.59082,0.531941,0.67199,1,0,0,0,0,0.49707,0.456055,0.59082,0.52832,0.531941,0.579853,0.620393,0.67199
4194991,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.557617,0.855469,0.509828,0.960688,1,0,0,0,0,0.612305,0.557617,0.855469,0.641602,0.509828,0.567568,0.723587,0.960688
4194992,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.648438,0.769531,0.457002,0.728501,1,0,0,0,0,0.723633,0.648438,0.769531,0.74707,0.457002,0.576167,0.632678,0.728501
4194993,45872fc0dbf82bd6,xclick,/m/09b5t,1,0.756836,0.964844,0.530713,0.799754,1,0,0,0,0,0.796875,0.756836,0.964844,0.823242,0.530713,0.608108,0.699017,0.799754
4204261,45ace3ac94ff5f68,xclick,/m/09b5t,1,0.621622,0.902027,0.201238,0.599071,1,0,0,1,0,0.679054,0.621622,0.902027,0.722973,0.201238,0.510836,0.377709,0.599071
4208835,45c0ba983f76bbe1,activemil,/m/09b5t,1,0.217527,0.58216,0.529167,0.9875,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4216459,45e23c1e0a8bf052,activemil,/m/09b5t,1,0.551562,0.779688,0.195833,0.766667,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4216461,45e23c1e0a8bf052,xclick,/m/09b5t,1,0.276563,0.61875,0.570833,0.925,1,0,0,0,0,0.276563,0.61875,0.610938,0.55625,0.570833,0.6625,0.922917,0.925
4273696,46df4ca3cbd75fca,activemil,/m/09b5t,1,0.287509,0.800443,0.400173,0.988764,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4286345,47199a0456dca1ea,activemil,/m/09b5t,1,0.56875,0.7825,0.235833,0.701667,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4307506,477d2b35132431b7,activemil,/m/09b5t,1,0.321875,0.57125,0.4175,0.895,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4308134,477f752d420f7306,activemil,/m/09b5t,1,0.396875,0.61,0.5025,0.8125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4320190,47b55013a3610f74,activemil,/m/09b5t,1,0.321875,0.889375,0.060976,0.95591,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4332090,47ebfe89f3157cf2,activemil,/m/09b5t,1,0.285625,0.78625,0.0925,0.9975,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4334494,47f693cb1cc52275,activemil,/m/09b5t,1,0.105,0.2075,0.115385,0.333021,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4334499,47f6b3e17ac7d357,activemil,/m/09b5t,1,0.14875,1.0,0.3875,0.9975,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4348807,483269107c5111f7,activemil,/m/09b5t,1,0.300625,0.4575,0.29925,0.565666,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4348808,483269107c5111f7,xclick,/m/09b5t,1,0.21,0.341875,0.253283,0.560976,1,0,0,0,0,0.21,0.3125,0.341875,0.333125,0.453096,0.253283,0.314259,0.560976
4348809,483269107c5111f7,xclick,/m/09b5t,1,0.440625,0.82375,0.451219,0.938086,1,0,1,0,0,0.5125,0.440625,0.82375,0.651875,0.451219,0.510319,0.560976,0.938086
4374061,48a3c9d75bd52fd6,activemil,/m/09b5t,1,0.033125,0.699375,0.156514,0.960637,0,1,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4375347,48a9ee31fd6daab7,activemil,/m/09b5t,1,0.4,0.715,0.269303,0.713748,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4375348,48a9ee31fd6daab7,xclick,/m/09b5t,1,0.084375,0.31375,0.413371,0.632768,1,0,0,0,0,0.18125,0.084375,0.17,0.31375,0.413371,0.56403,0.632768,0.531073
4375349,48a9ee31fd6daab7,xclick,/m/09b5t,1,0.153125,0.390625,0.507533,0.872881,0,0,0,0,0,0.196875,0.153125,0.358125,0.390625,0.507533,0.579096,0.872881,0.818267
4375350,48a9ee31fd6daab7,xclick,/m/09b5t,1,0.298125,0.47,0.467043,0.783427,1,0,0,0,0,0.405625,0.298125,0.396875,0.47,0.467043,0.617702,0.783427,0.681733
4375351,48a9ee31fd6daab7,xclick,/m/09b5t,1,0.625,0.858125,0.275895,0.635593,1,0,0,0,0,0.809375,0.625,0.751875,0.858125,0.275895,0.347458,0.635593,0.328625
4391599,48f263ecd5460501,activemil,/m/09b5t,1,0.571875,0.80375,0.12291,0.586957,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4392213,48f4dd69d0717fe6,activemil,/m/09b5t,1,0.273125,0.755,0.300833,0.9825,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4412215,494d710685ad9290,activemil,/m/09b5t,1,0.56125,0.72875,0.455556,0.75463,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4422061,497801f3f3b4b8bc,activemil,/m/09b5t,1,0.054688,0.224609,0.135032,0.434395,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4428900,4997fc50cb7e5af7,activemil,/m/09b5t,1,0.405,0.655,0.4325,0.624167,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4428901,4997fc50cb7e5af7,xclick,/m/09b5t,1,0.15875,0.370625,0.573333,0.733333,1,0,0,0,0,0.249375,0.15875,0.288125,0.370625,0.573333,0.676667,0.733333,0.655833
